Escherichia_coli,Salmonella_enterica,0.022420
Escherichia_coli,Vibrio_cholerae,0.123720
Escherichia_coli,Buchnera_aphidicola,0.137610
Escherichia_coli,Haemophilus_influenzae,0.149710
Escherichia_coli,Aeropyrum_pernix,0.413600
Escherichia_coli,Acidianus_infernus,0.413610
Escherichia_coli,Sulfolobus_acidocaldarius,0.413610
Escherichia_coli,Trypanosoma_cruzi,0.465650
Escherichia_coli,Homo_sapiens,0.465650
Escherichia_coli,Mus_musculus,0.465650
Escherichia_coli,Xenopus_borealis,0.465650
Escherichia_coli,Oryza_sativa,0.465650
Salmonella_enterica,Vibrio_cholerae,0.123720
Salmonella_enterica,Buchnera_aphidicola,0.137610
Salmonella_enterica,Haemophilus_influenzae,0.149710
Salmonella_enterica,Aeropyrum_pernix,0.413600
Salmonella_enterica,Acidianus_infernus,0.413610
Salmonella_enterica,Sulfolobus_acidocaldarius,0.413610
Salmonella_enterica,Trypanosoma_cruzi,0.465650
Salmonella_enterica,Homo_sapiens,0.465650
Salmonella_enterica,Mus_musculus,0.465650
Salmonella_enterica,Xenopus_borealis,0.465650
Salmonella_enterica,Oryza_sativa,0.465650
Vibrio_cholerae,Buchnera_aphidicola,0.137610
Vibrio_cholerae,Haemophilus_influenzae,0.149710
Vibrio_cholerae,Aeropyrum_pernix,0.413600
Vibrio_cholerae,Acidianus_infernus,0.413610
Vibrio_cholerae,Sulfolobus_acidocaldarius,0.413610
Vibrio_cholerae,Trypanosoma_cruzi,0.465650
Vibrio_cholerae,Homo_sapiens,0.465650
Vibrio_cholerae,Mus_musculus,0.465650
Vibrio_cholerae,Xenopus_borealis,0.465650
Vibrio_cholerae,Oryza_sativa,0.465650
Buchnera_aphidicola,Haemophilus_influenzae,0.149720
Buchnera_aphidicola,Aeropyrum_pernix,0.413610
Buchnera_aphidicola,Acidianus_infernus,0.413620
Buchnera_aphidicola,Sulfolobus_acidocaldarius,0.413620
Buchnera_aphidicola,Trypanosoma_cruzi,0.465660
Buchnera_aphidicola,Homo_sapiens,0.465660
Buchnera_aphidicola,Mus_musculus,0.465660
Buchnera_aphidicola,Xenopus_borealis,0.465660
Buchnera_aphidicola,Oryza_sativa,0.465660
Haemophilus_influenzae,Aeropyrum_pernix,0.413610
Haemophilus_influenzae,Acidianus_infernus,0.413620
Haemophilus_influenzae,Sulfolobus_acidocaldarius,0.413620
Haemophilus_influenzae,Trypanosoma_cruzi,0.465660
Haemophilus_influenzae,Homo_sapiens,0.465660
Haemophilus_influenzae,Mus_musculus,0.465660
Haemophilus_influenzae,Xenopus_borealis,0.465660
Haemophilus_influenzae,Oryza_sativa,0.465660
Aeropyrum_pernix,Acidianus_infernus,0.209010
Aeropyrum_pernix,Sulfolobus_acidocaldarius,0.209010
Aeropyrum_pernix,Trypanosoma_cruzi,0.465650
Aeropyrum_pernix,Homo_sapiens,0.465650
Aeropyrum_pernix,Mus_musculus,0.465650
Aeropyrum_pernix,Xenopus_borealis,0.465650
Aeropyrum_pernix,Oryza_sativa,0.465650
Acidianus_infernus,Sulfolobus_acidocaldarius,0.129640
Acidianus_infernus,Trypanosoma_cruzi,0.465660
Acidianus_infernus,Homo_sapiens,0.465660
Acidianus_infernus,Mus_musculus,0.465660
Acidianus_infernus,Xenopus_borealis,0.465660
Acidianus_infernus,Oryza_sativa,0.465660
Sulfolobus_acidocaldarius,Trypanosoma_cruzi,0.465660
Sulfolobus_acidocaldarius,Homo_sapiens,0.465660
Sulfolobus_acidocaldarius,Mus_musculus,0.465660
Sulfolobus_acidocaldarius,Xenopus_borealis,0.465660
Sulfolobus_acidocaldarius,Oryza_sativa,0.465660
Trypanosoma_cruzi,Homo_sapiens,0.405500
Trypanosoma_cruzi,Mus_musculus,0.405500
Trypanosoma_cruzi,Xenopus_borealis,0.405500
Trypanosoma_cruzi,Oryza_sativa,0.405500
Homo_sapiens,Mus_musculus,0.093200
Homo_sapiens,Xenopus_borealis,0.123960
Homo_sapiens,Oryza_sativa,0.261440
Mus_musculus,Xenopus_borealis,0.123960
Mus_musculus,Oryza_sativa,0.261440
Xenopus_borealis,Oryza_sativa,0.261440
